,Equal Weight
2023-07-21,0.0176479637931796
2023-07-24,0.00643643596735029
2023-07-25,0.0017618071308090077
2023-07-26,0.0048593304175238985
2023-07-27,-0.014049500750916197
2023-07-28,0.005316459734224428
2023-07-31,0.009953621222930429
2023-08-01,-0.0018900138646252684
2023-08-02,-0.00025979700164668895
2023-08-03,-0.0029373121652000018
2023-08-04,-0.0023077994701517493
2023-08-07,-0.004932051385490564
2023-08-08,-0.0016988506490522863
2023-08-09,-0.007895558168487294
2023-08-10,0.0028406267401183613
2023-08-11,-0.00017536237538612895
2023-08-14,-0.013411561213206953
2023-08-15,-0.004936257900433566
2023-08-16,-0.005674291708099051
2023-08-17,-0.009128543737036138
2023-08-18,0.0061579389629866504
2023-08-21,-0.012001389365398735
2023-08-22,0.012411941695439459
2023-08-23,0.010227721746604771
2023-08-24,-0.008227384219833154
2023-08-25,-0.012334113294123199
2023-08-28,0.006408901730469377
2023-08-29,0.007967632252652006
2023-08-30,-0.005682202101989379
2023-08-31,-0.020559527474746018
2023-09-01,0.015273090486676022
2023-09-04,0.0019925053393546133
2023-09-05,-0.010277433442895672
2023-09-06,-0.01200827252034892
2023-09-08,-0.00337365660357603
2023-09-11,0.01230109904889765
2023-09-12,0.011574956402959052
2023-09-13,0.002079357858926201
2023-09-14,0.0034765666328241533
2023-09-15,-0.006627118004466137
2023-09-18,-0.0031373157076009656
2023-09-19,-0.00719722595857082
2023-09-20,0.0056413969240349795
2023-09-21,-0.020607102506547924
2023-09-22,-0.00550214868856024
2023-09-25,-0.00041908868916101165
2023-09-26,-0.015701917949029667
2023-09-27,-0.003349474174683586
2023-09-28,0.01256742655684517
2023-09-29,0.007488736848510775
2023-10-02,-0.01439040448701594
2023-10-03,-0.017308210802998717
2023-10-04,0.007311974812748911
2023-10-05,-0.006384741518506164
2023-10-06,-0.0013149451674528546
2023-10-09,0.011221214032055098
2023-10-10,0.02148508922829775
2023-10-11,-0.0021011900180944016
2023-10-13,-0.020733437563275194
2023-10-16,0.006839360379672487
2023-10-17,-0.012509196406705407
2023-10-18,-0.02086677117237553
2023-10-19,0.0009103990634987578
2023-10-20,-0.004594124002876553
2023-10-23,0.008842733488285237
2023-10-24,0.00527024414893496
2023-10-25,-0.013106453650315856
2023-10-26,0.020609331334415174
2023-10-27,-0.020495490269130827
2023-10-30,-0.012756366558078594
2023-10-31,0.008349468274428607
2023-11-01,0.01856181190835863
2023-11-03,0.035492028729581473
2023-11-06,-0.0015713210087316596
2023-11-07,0.019798007631725376
2023-11-08,-0.000340762467759076
2023-11-09,-0.0051359820453266355
2023-11-10,0.01456102633155494
2023-11-13,-0.0034580277593618844
2023-11-14,0.024732589883370383
2023-11-16,0.021785670798419293
2023-11-17,-0.006366859732991781
2023-11-20,0.006272473786217506
2023-11-21,-0.009761572941791991
2023-11-22,0.0026223984382526214
2023-11-23,0.0066651991567259474
2023-11-24,-0.010490327639363568
2023-11-27,0.0036878214519956974
2023-11-28,0.007522682691117251
2023-11-29,-0.001920075737962823
2023-11-30,0.006326662786096275
2023-12-01,0.010860571633468919
2023-12-04,-0.009929194145175155
2023-12-05,0.00625631965126388
2023-12-06,-0.005515326593996368
2023-12-07,0.004360871256361911
2023-12-08,0.0040371084196302405
2023-12-11,-0.005723949483523074
2023-12-12,-0.001938971904676011
2023-12-13,0.028942366227360534
2023-12-14,0.006996825725425415
2023-12-15,-0.0078484752220787
2023-12-18,0.007173281174424536
2023-12-19,0.007382587528798891
2023-12-20,-0.009000985658139475
2023-12-21,0.008794111739601252
2023-12-22,0.0024680243494435167
2023-12-26,0.003080953979382295
2023-12-27,0.005354589472862403
2023-12-28,-0.0019309223158528426
2024-01-02,-0.016672419621924013
2024-01-03,0.0006684541420839292
2024-01-04,-0.014468500587837867
2024-01-05,0.006267901162825164
2024-01-08,0.008178952547578392
2024-01-09,-0.0071948197853853564
2024-01-10,-0.0065926141427897905
2024-01-11,-0.006331886442315573
2024-01-12,0.006737796804897788
2024-01-15,0.00616977880635978
2024-01-16,-0.019581926254192868
2024-01-17,-0.005829406544460301
2024-01-18,-0.010073836624660194
2024-01-19,0.007063095136297607
2024-01-22,-0.010206327096775485
2024-01-23,0.014561377370057532
2024-01-24,-0.0026948546857212172
2024-01-25,0.0031838954277555675
2024-01-26,0.0016311650471849343
2024-01-29,-0.005710841970321213
2024-01-30,-0.011297496839317795
2024-01-31,0.0067368504215942
2024-02-01,0.0039750078715322665
2024-02-02,-0.012065022406777355
2024-02-05,-0.000488843899250719
2024-02-06,0.020235623316316672
